Date,Open,High,Low,Close,Adj Close,Volume
2010-11-29,381.3500061035156,386.75,381.3500061035156,383.10626220703125,303.22930908203125,586960
2010-11-30,381.82501220703125,384.75,376.89373779296875,381.1812438964844,301.7055358886719,414472
2010-12-01,380.0,383.25,379.375,381.8187561035156,302.2101745605469,370368
2010-12-02,381.25,388.73126220703125,379.54376220703125,386.9312438964844,306.2566833496094,1605832
2010-12-03,387.625,393.0874938964844,387.625,390.375,308.982421875,617808
2010-12-06,390.0,396.4750061035156,390.0,393.1812438964844,311.20367431640625,679256
2010-12-07,392.7875061035156,398.23748779296875,392.5,395.96875,313.4099426269531,711160
2010-12-08,394.125,395.5562438964844,389.5,391.82501220703125,310.13018798828125,341824
2010-12-09,393.25,397.86248779296875,392.5,393.9437561035156,311.8070983886719,573832
2010-12-10,393.75,395.25,390.63751220703125,393.4437561035156,311.4114074707031,505888
2010-12-13,393.625,394.4937438964844,384.375,393.5625,311.50537109375,526144
2010-12-14,395.125,396.48748779296875,390.8062438964844,393.8812561035156,311.7576904296875,620232
2010-12-15,394.125,401.125,393.75,400.45623779296875,316.9617919921875,739704
2010-12-16,401.38751220703125,412.1187438964844,401.38751220703125,411.5375061035156,325.7326354980469,1096040
2010-12-20,403.14373779296875,420.375,403.14373779296875,418.86248779296875,331.53033447265625,1310192
2010-12-21,418.75,421.25,413.875,416.15625,329.38836669921875,714136
2010-12-22,415.63751220703125,419.625,414.1875,417.11248779296875,330.14520263671875,505864
2010-12-23,417.5,420.75,416.25,420.3125,332.67803955078125,904048
2010-12-24,417.8999938964844,422.25,417.5,421.0625,333.271728515625,727080
2010-12-27,420.0,423.875,420.0,421.0625,333.271728515625,338976
2010-12-28,422.25,423.25,420.51873779296875,422.73126220703125,334.592529296875,442424
2010-12-29,422.14373779296875,425.8500061035156,421.5,424.9375,336.3387756347656,960216
2010-12-30,425.0,430.875,424.9375,424.9375,336.3387756347656,929296
2010-12-31,428.375,431.75,425.79998779296875,430.625,340.84039306640625,519672
2011-01-03,431.125,432.35626220703125,428.375,431.61248779296875,341.62200927734375,386512
2011-01-04,431.625,436.23748779296875,431.625,433.5,343.1159362792969,488336
2011-01-05,433.0874938964844,434.5,430.875,433.5,343.1159362792969,317824
2011-01-06,434.125,436.5,430.5,434.48126220703125,343.89263916015625,766112
2011-01-07,434.375,436.7437438964844,419.5,420.8125,333.07379150390625,783448
2011-01-10,422.5,430.2250061035156,419.0,424.58123779296875,336.0567321777344,1244168
2011-01-11,423.0,427.3500061035156,411.28125,416.15625,329.38836669921875,1163648
2011-01-12,418.51873779296875,423.5,415.1312561035156,421.8687438964844,333.90985107421875,883816
2011-01-13,411.25,411.25,400.125,401.5375061035156,317.8176574707031,3517608
2011-01-14,400.8500061035156,409.625,398.75,400.2437438964844,316.79351806640625,1541400
2011-01-17,400.0,410.25,399.0,408.4937438964844,323.3234558105469,1003800
2011-01-18,406.0,416.5,406.0,414.76873779296875,328.29010009765625,1745592
2011-01-19,413.3500061035156,413.75,404.625,406.5,321.74542236328125,676608
2011-01-20,404.75,412.23126220703125,402.625,411.13751220703125,325.4159851074219,972304
2011-01-21,408.375,409.625,404.125,406.09375,321.4239196777344,433816
2011-01-24,405.54998779296875,410.875,403.5625,409.7749938964844,324.3375549316406,432736
2011-01-25,409.375,412.625,404.41876220703125,406.76251220703125,321.9531555175781,381128
2011-01-27,408.25,409.375,398.25,399.3999938964844,316.1257629394531,916000
2011-01-28,400.5062561035156,408.6000061035156,393.125,396.6875,313.9788513183594,1249688
2011-01-31,392.375,392.375,386.4437561035156,389.5375061035156,308.3195495605469,611600
2011-02-01,391.625,391.625,380.8812561035156,385.7749938964844,305.34161376953125,880936
2011-02-02,390.125,395.25,383.625,385.70623779296875,305.287109375,771464
2011-02-03,385.88751220703125,393.75,385.88751220703125,389.48126220703125,308.2750549316406,531936
2011-02-04,388.6000061035156,390.25,378.5625,380.79376220703125,301.39886474609375,692504
2011-02-07,385.125,388.875,382.625,386.1312561035156,305.62347412109375,591928
2011-02-08,387.5,389.9937438964844,384.375,387.07501220703125,306.3705749511719,565848
2011-02-09,386.73748779296875,393.625,383.375,390.875,309.3782043457031,564632
2011-02-10,389.625,389.625,380.67498779296875,382.0062561035156,302.3585510253906,532568
2011-02-11,381.875,383.375,377.875,380.07501220703125,300.8299560546875,501704
2011-02-14,385.25,389.75,380.5,388.0687561035156,307.15704345703125,464448
2011-02-15,388.0,391.23748779296875,384.625,387.625,306.8057861328125,496976
2011-02-16,387.0,390.25,385.3500061035156,387.6187438964844,306.8008728027344,358144
2011-02-17,389.25,391.125,387.79376220703125,388.8999938964844,307.81500244140625,375760
2011-02-18,390.625,393.125,385.66876220703125,387.04998779296875,306.35064697265625,713656
2011-02-21,387.5,396.88751220703125,384.61248779296875,395.1499938964844,312.76190185546875,589424
2011-02-22,393.10626220703125,395.625,389.4125061035156,392.9125061035156,310.9908752441406,571208
2011-02-23,388.625,388.625,384.375,385.2749938964844,304.9458312988281,537472
2011-02-24,382.5,383.75,375.7749938964844,378.17498779296875,299.32611083984375,1223128
2011-02-25,378.375,379.79998779296875,371.73748779296875,376.03125,297.62939453125,1405296
2011-02-28,377.5,391.875,372.8812561035156,375.3812561035156,297.1148986816406,1150592
2011-03-01,379.375,387.75,376.0,386.0,305.5196533203125,738136
2011-03-03,382.0,382.01251220703125,375.4375,378.2124938964844,299.35577392578125,770464
2011-03-04,381.25,386.2250061035156,381.1625061035156,382.86248779296875,303.0362548828125,793968
2011-03-07,380.25,384.6625061035156,378.26251220703125,379.7124938964844,300.5430908203125,555712
2011-03-08,379.3500061035156,391.125,377.7749938964844,389.33123779296875,308.1563415527344,900352
2011-03-09,390.15625,391.75,384.20001220703125,386.90625,306.23699951171875,770976
2011-03-10,386.75,387.125,382.8374938964844,385.9312438964844,305.4652404785156,338296
2011-03-11,383.25,384.875,380.79998779296875,381.8062438964844,302.2002258300781,1357904
2011-03-14,381.25,388.73748779296875,379.13751220703125,387.40625,306.6326599121094,670624
2011-03-15,379.9750061035156,382.375,376.0,378.7124938964844,299.75164794921875,901272
2011-03-16,378.7437438964844,382.75,378.0,379.4375,300.3254089355469,543928
2011-03-17,374.25,375.25,371.20623779296875,372.65625,294.9580993652344,1201144
2011-03-18,373.11248779296875,374.46875,366.92498779296875,367.6937561035156,291.0302429199219,1320688
2011-03-21,369.375,369.375,363.01251220703125,365.26873779296875,289.1108093261719,758928
2011-03-22,367.0,369.7437438964844,365.8125,367.92498779296875,291.2132568359375,871632
2011-03-23,366.625,374.875,366.2250061035156,374.20001220703125,296.1799011230469,723504
2011-03-24,374.85626220703125,376.75,372.75,375.61248779296875,297.2978515625,901344
2011-03-25,379.125,397.75,379.125,395.25,312.841064453125,1757352
2011-03-28,392.98748779296875,394.73748779296875,388.76251220703125,392.4437561035156,310.619873046875,767256
2011-03-29,391.875,398.7124938964844,391.26251220703125,396.5062561035156,313.8353271484375,726656
2011-03-30,396.8999938964844,400.25,394.5,396.26873779296875,313.6473083496094,486584
2011-03-31,397.5,407.51873779296875,395.75,404.59375,320.236572265625,1202072
2011-04-01,403.125,406.75,401.0,402.2749938964844,318.4013366699219,534880
2011-04-04,403.3812561035156,411.875,403.3812561035156,410.48126220703125,324.8966979980469,566800
2011-04-05,409.625,411.25,403.875,409.9375,324.4661865234375,482496
2011-04-06,409.75,412.20623779296875,406.6812438964844,408.82501220703125,323.5856628417969,539728
2011-04-07,408.0,408.0,404.875,405.9312438964844,321.2952880859375,488000
2011-04-08,405.625,407.9624938964844,400.95623779296875,403.3687438964844,319.2669982910156,522704
2011-04-11,401.875,407.75,397.9312438964844,404.9375,320.5086669921875,472424
2011-04-13,402.9750061035156,414.60626220703125,399.51873779296875,413.25,327.0880432128906,1012816
2011-04-15,413.11248779296875,413.11248779296875,372.01251220703125,373.6000061035156,295.705078125,17662312
2011-04-18,363.6875,371.0062561035156,361.4750061035156,363.1499938964844,287.433837890625,7427616
2011-04-19,364.75,366.125,360.0,360.8374938964844,285.60345458984375,4433248
2011-04-20,365.0,366.0,361.5,363.1875,287.4635314941406,3219640
2011-04-21,365.25,367.2562561035156,362.5,363.65625,287.83441162109375,3007584
2011-04-25,364.79998779296875,370.5,363.625,367.76873779296875,291.08953857421875,2726480
2011-04-26,367.48748779296875,368.75,365.125,367.3062438964844,290.7234802246094,2505944
2011-04-27,368.75,370.38751220703125,367.7749938964844,369.2124938964844,292.2322998046875,1480520
2011-04-28,369.11248779296875,369.75,365.7562561035156,366.4437561035156,290.0408630371094,823384
2011-04-29,365.0,366.125,361.25,363.2437438964844,287.5080261230469,1139928
2011-05-02,365.5874938964844,367.75,364.15625,365.41876220703125,289.2295227050781,1184944
2011-05-03,365.36248779296875,369.1187438964844,362.5,363.84375,287.9828796386719,1217232
2011-05-04,363.125,363.125,355.25,358.4375,283.7038879394531,1408200
2011-05-05,358.375,359.98748779296875,354.125,355.38751220703125,281.2898254394531,669704
2011-05-06,358.42498779296875,362.9624938964844,356.0625,360.86248779296875,285.623291015625,718856
2011-05-09,364.3500061035156,364.5,358.8812561035156,362.9624938964844,287.285400390625,527064
2011-05-10,363.625,365.5,359.38751220703125,360.04998779296875,284.9801025390625,713592
2011-05-11,360.625,364.98748779296875,360.2437438964844,363.0249938964844,287.3348693847656,501768
2011-05-12,361.875,363.375,359.38751220703125,360.29998779296875,285.17803955078125,640560
2011-05-13,361.5874938964844,363.5,358.92498779296875,360.0062561035156,284.945556640625,578776
2011-05-16,359.67498779296875,359.67498779296875,355.08123779296875,356.21875,281.9477233886719,538736
2011-05-17,356.0,359.51251220703125,354.25,355.4937438964844,281.3738098144531,505336
2011-05-18,356.875,360.375,350.15625,355.09375,281.05731201171875,1502600
2011-05-19,356.25,357.0625,354.5249938964844,355.79376220703125,281.6113586425781,665400
2011-05-20,355.75,357.75,354.1625061035156,356.3187561035156,282.02691650390625,729976
2011-05-23,355.75,356.8500061035156,353.36248779296875,354.4624938964844,280.5576171875,580072
2011-05-24,355.0,357.75,354.5,355.6312561035156,281.4827575683594,520064
2011-05-25,353.125,353.125,345.25,349.375,276.5309753417969,977024
2011-05-26,349.5,349.625,344.625,347.4125061035156,276.9593811035156,520176
2011-05-27,345.625,350.6812438964844,345.625,348.4937438964844,277.8213806152344,331712
2011-05-30,350.0,351.0,345.39373779296875,347.5249938964844,277.0490417480469,392296
2011-05-31,347.875,352.34375,347.5,348.98126220703125,278.2099609375,645912
2011-06-01,349.25,353.0,348.125,351.5,280.21795654296875,1118088
2011-06-02,348.11248779296875,352.5,347.07501220703125,350.34375,279.2962341308594,567808
2011-06-03,352.25,355.0,350.6312561035156,351.6875,280.3674621582031,847712
2011-06-06,352.125,355.625,349.375,354.8062438964844,282.85369873046875,350376
2011-06-07,353.5,363.125,353.5,361.59375,288.2648010253906,808176
2011-06-08,361.125,361.25,358.41876220703125,359.0249938964844,286.21697998046875,740144
2011-06-09,359.41876220703125,359.875,356.63751220703125,357.6875,285.1506042480469,358280
2011-06-10,358.0062561035156,359.96875,356.5249938964844,357.70001220703125,285.16064453125,581848
2011-06-13,356.25,360.61248779296875,352.79998779296875,359.6937561035156,286.7500915527344,476576
2011-06-14,359.125,360.375,358.5,359.1812438964844,286.3414611816406,604120
2011-06-15,357.5,357.75,353.26873779296875,354.23748779296875,282.40032958984375,896344
2011-06-16,353.0,353.125,349.40625,350.0687561035156,279.0770263671875,445088
2011-06-17,351.1000061035156,351.1000061035156,341.53125,345.54998779296875,275.4745788574219,1001104
2011-06-20,347.125,347.6000061035156,332.5687561035156,338.61248779296875,269.9440002441406,893648
2011-06-21,339.625,344.23748779296875,336.75,340.8062438964844,271.6927490234375,654392
2011-06-22,344.26251220703125,347.5625,342.54376220703125,343.5,273.84027099609375,673448
2011-06-23,343.75,348.375,342.0249938964844,346.76873779296875,276.4461364746094,851696
2011-06-24,349.25,359.625,349.25,357.76251220703125,285.2104797363281,829032
2011-06-27,354.125,364.25,353.125,358.48126220703125,285.78350830078125,796304
2011-06-28,358.875,359.59375,355.625,357.98126220703125,285.3848876953125,437376
2011-06-29,358.2749938964844,363.125,358.2749938964844,360.21875,287.1686706542969,257704
2011-06-30,359.375,364.4937438964844,359.375,363.42498779296875,289.72467041015625,347768
2011-07-01,366.25,370.73126220703125,365.0,366.7875061035156,292.4052734375,747712
2011-07-04,368.75,371.7562561035156,366.6625061035156,367.36248779296875,292.8636474609375,399840
2011-07-05,367.875,371.0375061035156,365.78125,369.3125,294.4181823730469,539520
2011-07-06,368.5,371.25,367.0,369.0687561035156,294.2239074707031,294240
2011-07-07,369.375,374.875,368.125,374.39373779296875,298.4690246582031,462760
2011-07-08,375.0,377.5,370.70623779296875,372.23748779296875,296.75006103515625,439200
2011-07-11,368.125,371.75,361.25,364.875,290.880615234375,902608
2011-07-12,356.25,356.25,343.66876220703125,349.28125,278.44915771484375,5389920
2011-07-13,345.875,351.0,345.3500061035156,348.0249938964844,277.44769287109375,1295936
2011-07-14,345.6187438964844,345.75,341.54998779296875,342.6187438964844,273.1378173828125,2177648
2011-07-15,386.13751220703125,386.13751220703125,340.625,341.3187561035156,272.1014404296875,1540328
2011-07-18,343.11248779296875,343.11248779296875,338.625,339.2562561035156,270.4571838378906,1906776
2011-07-19,340.9750061035156,346.5,339.63751220703125,344.16876220703125,274.37347412109375,793248
2011-07-20,345.625,346.375,343.125,343.95623779296875,274.2040710449219,617784
2011-07-21,343.98748779296875,347.75,341.875,345.9125061035156,275.7635803222656,620424
2011-07-22,347.25,354.75,346.9375,353.16876220703125,281.5483093261719,777696
2011-07-25,352.42498779296875,352.875,348.79376220703125,350.82501220703125,279.6798400878906,396768
2011-07-26,350.3812561035156,353.0,348.3999938964844,349.95001220703125,278.98223876953125,341472
2011-07-27,350.0,354.20623779296875,348.3999938964844,349.5062561035156,278.62860107421875,369160
2011-07-28,346.875,346.875,342.0,343.42498779296875,273.7805480957031,397840
2011-07-29,343.125,347.3125,341.125,345.8500061035156,275.7137451171875,305416
2011-08-01,347.5,352.4937438964844,347.5,351.14373779296875,279.93402099609375,222336
2011-08-02,350.6187438964844,350.6187438964844,343.25,344.10626220703125,274.3237609863281,356504
2011-08-03,342.375,344.10626220703125,338.7749938964844,344.10626220703125,274.3237609863281,299528
2011-08-04,342.20001220703125,344.73748779296875,338.08123779296875,338.5375061035156,269.8843078613281,392520
2011-08-05,332.5,332.5,316.25,323.8187561035156,258.1502990722656,1730560
2011-08-08,312.5,312.5,303.92498779296875,308.5,245.9381103515625,2071872
2011-08-09,299.75,304.875,293.75,297.13751220703125,236.87989807128906,2664264
2011-08-10,306.75,309.38751220703125,301.5562438964844,305.70001220703125,243.7059326171875,1114352
2011-08-11,303.5062561035156,308.125,301.75,304.8687438964844,243.04322814941406,763528
2011-08-12,310.2562561035156,310.625,292.9624938964844,296.8062438964844,236.6157684326172,1582344
2011-08-16,301.40625,304.75,296.8999938964844,299.08123779296875,238.42942810058594,920808
2011-08-17,300.0,307.875,300.0,306.14373779296875,244.05972290039062,848912
2011-08-18,308.125,308.375,293.875,295.2562561035156,235.38009643554688,1260984
2011-08-19,284.0,284.0,271.58123779296875,278.17498779296875,221.7628173828125,3405976
2011-08-22,277.23748779296875,280.95623779296875,271.48126220703125,274.2562561035156,218.6387481689453,2023464
2011-08-23,275.57501220703125,287.5,274.375,284.25,226.60586547851562,1588312
2011-08-24,285.0,285.0,278.875,281.2437438964844,224.20925903320312,903080
2011-08-25,280.625,283.0,271.125,273.70623779296875,218.20033264160156,1743928
2011-08-26,273.73748779296875,281.73126220703125,272.8812561035156,275.5687561035156,219.68511962890625,2495120
2011-08-29,279.3999938964844,289.0249938964844,279.3999938964844,287.23126220703125,228.9826202392578,1037640
2011-08-30,290.7124938964844,295.0,285.01873779296875,292.8500061035156,233.46185302734375,1347912
2011-09-02,296.25,297.375,284.625,289.4437561035156,230.74636840820312,879648
2011-09-05,285.98748779296875,285.98748779296875,280.125,282.98126220703125,225.59442138671875,934768
2011-09-06,281.26251220703125,290.75,277.9375,287.92498779296875,229.5355987548828,1032792
2011-09-07,287.625,289.2250061035156,283.48748779296875,286.3999938964844,228.31980895996094,1363024
2011-09-08,288.0,294.125,287.5,292.33123779296875,233.0482635498047,1478952
2011-09-09,291.375,291.375,282.375,283.8999938964844,226.3268585205078,1252448
2011-09-12,277.375,277.375,272.8812561035156,274.71875,219.00753784179688,1457904
2011-09-13,278.25,282.3125,274.875,278.04998779296875,221.6631622314453,987648
2011-09-14,280.88751220703125,295.48748779296875,280.88751220703125,294.1312561035156,234.48318481445312,2370168
2011-09-15,297.125,302.79998779296875,291.14373779296875,300.6937561035156,239.7149200439453,1946232
2011-09-16,305.0,306.125,296.7562561035156,299.17498779296875,238.504150390625,1558520
2011-09-19,299.0249938964844,301.1937561035156,294.5062561035156,295.20623779296875,235.34019470214844,626224
2011-09-20,296.875,306.25,296.875,304.7124938964844,242.9186553955078,1338080
2011-09-21,304.5249938964844,306.75,302.26251220703125,304.17498779296875,242.490234375,936712
2011-09-22,298.0,301.2437438964844,292.25,294.20001220703125,234.5380401611328,1306240
2011-09-23,292.0,298.8125,290.125,292.51251220703125,233.1927947998047,1258720
2011-09-26,292.8187561035156,295.75,287.75,294.39373779296875,234.69253540039062,1155192
2011-09-27,297.11248779296875,308.5,297.11248779296875,305.75,243.7458038330078,1401976
2011-09-28,310.0,317.15625,306.8999938964844,309.35626220703125,246.62075805664062,3544856
2011-09-29,309.375,320.98748779296875,309.01251220703125,318.75,254.1095428466797,1857128
2011-09-30,316.125,320.5,313.76251220703125,316.7250061035156,252.49513244628906,1243488
