Date,Open,High,Low,Close,Adj Close,Volume
2012-07-02,639.0,640.0,628.7999877929688,630.0999755859375,525.5416259765625,138764
2012-07-03,630.5,634.7249755859375,615.5499877929688,621.0999755859375,518.0350952148438,172624
2012-07-04,622.5,624.9500122070312,616.2750244140625,623.75,520.2454833984375,151826
2012-07-05,622.5,623.5,617.6749877929688,620.1749877929688,517.263916015625,87644
2012-07-06,622.5,624.9000244140625,613.5250244140625,623.0999755859375,519.703369140625,175210
2012-07-09,624.0,632.1500244140625,621.0,629.0499877929688,524.666015625,129488
2012-07-10,632.5,635.0,624.75,630.7000122070312,526.0420532226562,173098
2012-07-11,630.5,636.9500122070312,627.1749877929688,629.4000244140625,524.9581909179688,220350
2012-07-12,616.0,625.0,609.2750244140625,618.0499877929688,515.4912109375,986098
2012-07-13,637.5,642.5,621.6749877929688,624.8250122070312,521.1422729492188,865164
2012-07-16,626.1500244140625,629.3250122070312,601.875,605.0999755859375,504.69036865234375,440670
2012-07-17,609.3499755859375,609.3499755859375,587.75,593.2999877929688,494.8482971191406,870128
2012-07-18,596.5,602.0,589.1500244140625,597.875,498.6642761230469,240738
2012-07-19,601.0499877929688,605.0,597.625,600.375,500.7495422363281,165484
2012-07-20,602.0,613.9249877929688,600.5,611.5250244140625,510.0492248535156,296964
2012-07-23,606.9500122070312,613.75,600.75,606.9000244140625,507.436279296875,609364
2012-07-24,606.0,609.4749755859375,599.0,604.5,505.4296875,204218
2012-07-25,602.9000244140625,607.7000122070312,598.2249755859375,606.3499755859375,506.97625732421875,190360
2012-07-26,605.2750244140625,610.0,597.1749877929688,601.3250122070312,502.77508544921875,1252654
2012-07-27,605.0,616.0,601.75,612.875,512.431884765625,4450850
2012-07-30,615.2750244140625,621.4000244140625,607.2999877929688,615.8499755859375,514.9194946289062,162314
2012-07-31,615.8499755859375,624.6500244140625,613.0,620.3250122070312,518.6611328125,116762
2012-08-01,620.0,621.9000244140625,612.0,613.7999877929688,513.2056274414062,117338
2012-08-02,614.9749755859375,618.5,612.9749755859375,616.2999877929688,515.2959594726562,45324
2012-08-03,615.2750244140625,620.0,609.0499877929688,618.9500122070312,517.5114135742188,68196
2012-08-06,621.75,621.75,612.9749755859375,614.7000122070312,513.9579467773438,98178
2012-08-07,619.0,635.0,615.0,632.2999877929688,528.6735229492188,400276
2012-08-08,635.0,635.0,623.2999877929688,625.25,522.779052734375,123198
2012-08-09,624.5,634.0,623.5,629.2750244140625,526.1443481445312,83788
2012-08-10,628.75,641.4500122070312,628.75,638.9000244140625,534.1918334960938,338144
2012-08-13,640.0,640.0,629.0499877929688,633.0,529.2587890625,103524
2012-08-14,637.5,637.5,630.0999755859375,634.3250122070312,530.3665771484375,88124
2012-08-16,632.625,635.5,626.0499877929688,631.4000244140625,527.9212036132812,70406
2012-08-17,633.0,642.1749877929688,632.4249877929688,638.7249755859375,534.0455322265625,144366
2012-08-21,638.5,652.5,638.5,649.2000122070312,542.8037109375,332162
2012-08-22,647.7750244140625,655.0,641.5,646.0250244140625,540.149169921875,155638
2012-08-23,646.5,662.5,646.25,660.5750122070312,552.314697265625,308062
2012-08-24,660.125,664.25,656.5,661.5,553.0880126953125,256998
2012-08-27,657.5,664.9749755859375,657.0,659.5750122070312,551.478515625,95766
2012-08-28,662.375,675.9749755859375,660.0250244140625,674.3499755859375,563.8322143554688,287828
2012-08-29,675.0,678.7750244140625,667.8250122070312,671.2750244140625,561.2610473632812,230226
2012-08-30,667.5250244140625,689.25,661.7249755859375,682.5250244140625,570.6671752929688,363258
2012-08-31,677.5250244140625,679.4249877929688,668.1749877929688,673.6500244140625,563.2466430664062,149246
2012-09-03,673.6500244140625,677.5,666.5,669.25,559.5678100585938,93418
2012-09-04,667.25,673.5,661.625,671.0999755859375,561.1146240234375,129818
2012-09-05,668.5,684.0,665.1500244140625,680.5750122070312,569.0368041992188,256568
2012-09-06,680.5750122070312,690.0,677.5,688.125,575.3494262695312,224342
2012-09-07,693.5,697.5,689.875,692.9500122070312,579.3837890625,178096
2012-09-10,693.5,693.5,675.0,686.125,573.67724609375,68854
2012-09-11,678.4000244140625,697.5,678.4000244140625,695.7750244140625,581.7456665039062,108582
2012-09-12,695.0,710.0,695.0,706.2000122070312,590.4623413085938,416266
2012-09-13,705.0,712.25,705.0,707.7000122070312,591.7164916992188,155906
2012-09-14,712.5,719.0,701.0999755859375,705.9749755859375,590.274169921875,361046
2012-09-17,708.0,710.3250122070312,668.2249755859375,670.4500122070312,560.5712890625,579056
2012-09-18,670.5,672.0,648.0499877929688,650.2000122070312,543.6399536132812,468446
2012-09-20,649.5,665.6749877929688,645.0499877929688,660.75,552.4608764648438,271220
2012-09-21,660.9000244140625,666.4500122070312,649.5,651.6500244140625,544.852294921875,252964
2012-09-24,653.0,657.0,638.75,644.3499755859375,538.7485961914062,380430
2012-09-25,645.0,654.75,641.5,647.3250122070312,541.236083984375,244504
2012-09-26,651.0,652.5,641.625,643.1749877929688,537.7662353515625,154718
2012-09-27,641.5,649.5,630.5499877929688,634.6500244140625,530.6383666992188,270144
2012-09-28,639.0,653.0,638.2750244140625,647.0,540.9642944335938,196990
2012-10-01,649.0,654.9749755859375,647.7999877929688,651.2999877929688,544.5595703125,166708
2012-10-03,652.0,662.4000244140625,650.4749755859375,660.8250122070312,552.5237426757812,184642
2012-10-04,660.0,660.3250122070312,654.125,657.5250244140625,549.7643432617188,284188
2012-10-05,657.5,658.5250244140625,634.9749755859375,651.875,545.040283203125,260686
2012-10-08,653.5,657.8499755859375,642.625,645.3499755859375,539.584716796875,129466
2012-10-09,646.75,649.4749755859375,643.0,647.5750122070312,541.4451904296875,100752
2012-10-10,643.9000244140625,651.2000122070312,642.5,644.7000122070312,539.0414428710938,124336
2012-10-11,643.5,650.875,643.1749877929688,644.8250122070312,539.1459350585938,132748
2012-10-12,639.5,656.0750122070312,637.0,649.0750122070312,542.6992797851562,314054
2012-10-15,647.5,652.5,643.125,645.5,539.7102661132812,96252
2012-10-16,650.5,654.5,645.0,647.5499877929688,541.4241943359375,142958
2012-10-17,651.5,652.4249877929688,636.4500122070312,640.7249755859375,535.7177734375,190226
2012-10-18,641.125,654.5,640.375,652.5999755859375,545.6466064453125,121212
2012-10-19,655.0,656.9249877929688,640.5250244140625,645.1500244140625,539.417724609375,393638
2012-10-22,663.0,667.4500122070312,651.5,659.75,551.6246337890625,577006
